200c87a0 %
603332ef ARMRBoost5Prefix
88be3fbe ARMRBoostNL
b9066ca6 ARMRMaxScaling
9993af86 ARMRPerHitScaling
2d3ff2d6 ARMR_Inc
e649687e ARMod
5ff744cd ARPenConversion
5e25208d AS
f07287f4 AS1
8a1acf71 AS1Postfix
70bac870 AS1Prefix
f3728cad AS2
62f6192a AS2Postfix
b7d9c4b1 AS2Prefix
f2728b1a AS3
a473b3d7 AS3Postfix
5f888b5e AS3Prefix
192c9537 ASAPRatio
e3eb4041 ASAmount
8a8b983c ASBonus
26c05c77 ASBonus1
39d01d5c ASBonus1Postfix
5a02b16b ASBonus1Prefix
27c05e0a ASBonus2
7958a827 ASBonus2Postfix
e1f65b2e ASBonus2Prefix
28c05f9d ASBonus3
c981857a ASBonus3Postfix
29cfa181 ASBonus3Prefix
21c05498 ASBonus4
a4a07bd5 ASBonus4Postfix
fff983d4 ASBonus4Prefix
22c0562b ASBonus5
bb991640 ASBonus5Postfix
f2d42b9f ASBonus5Prefix
1a7d2b0e ASBonusNL
f42aa445 ASBonusPerStack
f6884 ASBoost
cd41d4ef ASBoost1
f226b414 ASBoost1Postfix
18ebee63 ASBoost1Prefix
ce41d682 ASBoost2
a3025abf ASBoost2Postfix
758c8606 ASBoost2Prefix
cf41d815 ASBoost3
c12cb792 ASBoost3Postfix
152ff1b9 ASBoost3Prefix
dbe35112 ASBoostMax
c5cfa6b8 ASBoostMin
c02546b6 ASBoostNL
a9ab7c37 ASBoostRanged
f64fe0b4 ASBuff
44be715f ASBuff1
adcd4864 ASBuff1Postfix
7aa632f3 ASBuff1Prefix
45be72f2 ASBuff2
bef3484f ASBuff2Postfix
6106fc56 ASBuff2Prefix
46be7485 ASBuff3
e0bd8362 ASBuff3Postfix
5410289 ASBuff3Prefix
3fbe6980 ASBuff4
cf6e2a3d ASBuff4Postfix
1eb0c1c ASBuff4Prefix
40be6b13 ASBuff5
c4105128 ASBuff5Postfix
1ff69d07 ASBuff5Prefix
499f3ce6 ASBuffNL
6e424bac ASCalc
fb0d5533 ASCap
e537be7a ASCoeff
ddcf88df ASDebuff
1bb48eaa ASDebuff1
b65ca447 ASDebuff1Postfix
2852eace ASDebuff1Prefix
1ab48d17 ASDebuff2
cea9ea7c ASDebuff2Postfix
f3dcd10b ASDebuff2Prefix
19b48b84 ASDebuff3
2d672fa1 ASDebuff3Postfix
ca22b920 ASDebuff3Prefix
18b489f1 ASDebuff4
adf5a5ce ASDebuff4Postfix
7e084345 ASDebuff4Prefix
17b4885e ASDebuff5
873794eb ASDebuff5Postfix
a3247f72 ASDebuff5Prefix
64a5afdd ASDebuffNL
da2cc645 ASDuration
2628758c ASFromAP
50a842d5 ASGrant
78e49b56 ASHealthConversionTooltip
71b27b75 ASIncrease
2a91823b ASMod
d0fb5be ASMod1
e01b0acb ASMod1Postfix
1726c6d2 ASMod1Prefix
c0fb42b ASMod2
38324040 ASMod2Postfix
aab8999f ASMod2Prefix
b0fb298 ASMod3
2139a5d5 ASMod3Postfix
b7ddf1d4 ASMod3Prefix
120fbd9d ASMod4
461aaf7a ASMod4Postfix
e1b40f81 ASMod4Prefix
110fbc0a ASMod5
f5f1d227 ASMod5Postfix
99dac92e ASMod5Prefix
4474b199 ASModNL
30e07458 ASModdedMS
92b5a83e ASMultiplier
2f78f9d ASMultiplier1
82dd957a ASMultiplier1Postfix
98cd5181 ASMultiplier1Prefix
fff78ae4 ASMultiplier2
44303081 ASMultiplier2Postfix
f7fcf380 ASMultiplier2Prefix
9b57a494 ASMultiplierNL
1eac726f ASNL
871c7904 ASPDSlow
ae42874 ASPerBullet
f2e42ca6 ASPerBulletNL
8a0fcf3d ASPerHS
99b089f2 ASPerRank
43afcd64 ASPerStack
cd483a11 ASPerTick
fab7c982 ASPercent
625284c9 ASPercent1
7529e386 ASPercent1Postfix
2e26fcbd ASPercent1Prefix
5f528010 ASPercent2
32418c6d ASPercent2Postfix
dfdee68c ASPercent2Prefix
605281a3 ASPercent3
ee734b98 ASPercent3Postfix
fe44a2b7 ASPercent3Prefix
65528982 ASPercent4
2fb5dbbf ASPercent4Postfix
f07fa106 ASPercent4Prefix
66528b15 ASPercent5
4de03892 ASPercent5Postfix
90230cb9 ASPercent5Prefix
6b74e738 ASPercentNL
9160e65a ASReduction
468aba71 ASReduction1
b2e5334e ASReduction1Postfix
d6a8efc5 ASReduction1Prefix
438ab5b8 ASReduction2
a346fa75 ASReduction2Postfix
c8bb67f4 ASReduction2Prefix
448ab74b ASReduction3
8b861ae0 ASReduction3Postfix
8f56febf ASReduction3Prefix
498abf2a ASReduction4
bb4c31c7 ASReduction4Postfix
80f3974e ASReduction4Prefix
4a8ac0bd ASReduction5
b535a81a ASReduction5Postfix
d94663a1 ASReduction5Prefix
26daee10 ASReductionNL
fb911e27 ASReductionPerCounter
91f6d5d0 ASThreshold
c2361de ASandMS
ab32b3d ASandMS1
ff9c139a ASandMS1Postfix
1bd77a21 ASandMS1Prefix
7b32684 ASandMS2
7cbd28a1 ASandMS2Postfix
65547c20 ASandMS2Prefix
8b32817 ASandMS3
1dffe37c ASandMS3Postfix
8f0e940b ASandMS3Prefix
26719b34 ASandMSNL
1a2d08f0 ASpeedCastTimeScalarPerHundrethSecond
c2d61920 ASslow
7288b382 AStoADChampion
9ddc7207 AStoADMinion
21a92b76 AStoAPChampion
7b757b03 AStoAPMinion
ecc4ddc2 AbductChance
ace96589 AbductChance1
3d355746 AbductChance1Postfix
e660d77d AbductChance1Prefix
a9e960d0 AbductChance2
4eb09e2d AbductChance2Postfix
15e1b74c AbductChance2Prefix
aae96263 AbductChance3
47d50f58 AbductChance3Postfix
6300ed77 AbductChance3Prefix
15bab778 AbductChanceNL
494346f8 AbilityBoost
7b6af7bc AbilityDamage
2302e7c1 AbilityDamageCalc
e7bc89c5 AbilityDamageChain
2a688320 AbilityDamageMod
d62bdfef AbilityDamageRangeMod
f08924a4 AbilityHaste
3ce4968f AbilityHaste1
ac463f34 AbilityHaste1Postfix
92781703 AbilityHaste1Prefix
3de49822 AbilityHaste2
6e3343df AbilityHaste2Postfix
406878a6 AbilityHaste2Prefix
3ee499b5 AbilityHaste3
8c5da0b2 AbilityHaste3Postfix
c4c8859 AbilityHaste3Prefix
a6150999 AbilityHasteBonusPerSpellHit
6dc93eed AbilityHasteBuff
819064f4 AbilityHasteIncrease
a87cd8f8 AbilityHasteMod
146a1555 AbilityHasteModifier
dd5bb0d6 AbilityHasteNL
c9184ecd AbilityHastePer10CD
5c430a8f AbilityHasteRatio
fb89e91a AbilityHasteRatio1
2a24ddd7 AbilityHasteRatio1Postfix
f8f4f95e AbilityHasteRatio1Prefix
fa89e787 AbilityHasteRatio2
6c385f0c AbilityHasteRatio2Postfix
7361269b AbilityHasteRatio2Prefix
7270f58d AbilityHasteRatioNL
6c5b58bd AbilityHasteReduction
60ed7ff3 AbilityHasteReward
a039c859 AbilityHasteToMSConversion
a2f67bb8 AbilityHasteToMSConversion1
ab1a1c75 AbilityHasteToMSConversion1Postfix
5298fdf4 AbilityHasteToMSConversion1Prefix
a5f68071 AbilityHasteToMSConversion2
bab8554e AbilityHasteToMSConversion2Postfix
608685c5 AbilityHasteToMSConversion2Prefix
9c190060 AbilityHasteToMSConversionCalc
5f8bf1fb AbilityHasteToMSConversionNL
8ba3b666 AbilityHasteTotal
d6a87264 AbilityManaRatioMeleeTOOLTIPONLY
a4e0bffb AbilityManaRatioRangedTOOLTIPONLY
2b7760d5 AbilityPowerBonus
50ed86ec AbilityPowerBonus1
d7b74da9 AbilityPowerBonus1Postfix
afb473c8 AbilityPowerBonus1Prefix
53ed8ba5 AbilityPowerBonus2
8dd5ec02 AbilityPowerBonus2Postfix
5c91eca9 AbilityPowerBonus2Prefix
52ed8a12 AbilityPowerBonus3
4f63b9ef AbilityPowerBonus3Postfix
e2126176 AbilityPowerBonus3Prefix
e7854677 AbilityPowerBonusNL
d0b67bc7 AbilityPowerCalc
e23fbd8a AbilityResourceName
8fd0c909 AbilityTADRatio
224077c9 AbsorbPercent
1f6bc762 AccelerandoAHPerStack
5a45e242 AccelerandoCap
ddeda974 AccelerandoShieldBreakpoint
388eb3c8 AccelerandoUltCDR
2fa0ba9d Acceleration
f2caa9b4 AcidPercentDamage
ba08dc5f AcidPercentDamage1
f3383164 AcidPercentDamage1Postfix
e44545f3 AcidPercentDamage1Prefix
bb08ddf2 AcidPercentDamage2
45e314f AcidPercentDamage2Postfix
caa60f56 AcidPercentDamage2Prefix
bc08df85 AcidPercentDamage3
26286c62 AcidPercentDamage3Postfix
6ee01589 AcidPercentDamage3Prefix
edc5ade6 AcidPercentDamageNL
63ee70e9 AcquisitionRange
4f5e1860 ActionsToEmpower
ef1820ba ActivationDistance
e6e6e0ea ActiveAD
5873f8c1 ActiveAD1
ad6ea87e ActiveAD1Postfix
e2dd63f5 ActiveAD1Prefix
5573f408 ActiveAD2
62e59ee5 ActiveAD2Postfix
c1fd8024 ActiveAD2Prefix
5673f59b ActiveAD3
31a220d0 ActiveAD3Postfix
b20526af ActiveAD3Prefix
5b73fd7a ActiveAD4
9a04b7b7 ActiveAD4Postfix
4d62fabe ActiveAD4Prefix
5c73ff0d ActiveAD5
9152b0a ActiveAD5Postfix
d1e91811 ActiveAD5Prefix
e8b8b8e0 ActiveADNL
8786119 ActiveADRatio
7d80f1f8 ActiveADRatio1
988d7eb5 ActiveADRatio1Postfix
df0a7734 ActiveADRatio1Prefix
8080f6b1 ActiveADRatio2
d3d15d8e ActiveADRatio2Postfix
8259ed05 ActiveADRatio2Prefix
7f80f51e ActiveADRatio3
accbdeab ActiveADRatio3Postfix
78842732 ActiveADRatio3Prefix
8280f9d7 ActiveADRatio4
46706a3c ActiveADRatio4Postfix
e7c3dacb ActiveADRatio4Prefix
8180f844 ActiveADRatio5
d1a54861 ActiveADRatio5Postfix
787c69e0 ActiveADRatio5Prefix
28c083bb ActiveADRatioNL
ed717a95 ActiveAPRatio
5445a489 ActiveARDamage
61a24da8 ActiveARDamage1
3d1c9d05 ActiveARDamage1Postfix
24875bc4 ActiveARDamage1Prefix
64a25261 ActiveARDamage2
5b72559e ActiveARDamage2Postfix
71e06b95 ActiveARDamage2Prefix
63a250ce ActiveARDamage3
b147807b ActiveARDamage3Postfix
1c4f49c2 ActiveARDamage3Prefix
78f4f16b ActiveARDamageNL
f1e6f23b ActiveAS
d88f05be ActiveAS1
b6ae7acb ActiveAS1Postfix
6c2b96d2 ActiveAS1Prefix
d78f042b ActiveAS2
ec5b040 ActiveAS2Postfix
ffbd699f ActiveAS2Prefix
d68f0298 ActiveAS3
f7cd15d5 ActiveAS3Postfix
ce2c1d4 ActiveAS3Prefix
dd8f0d9d ActiveAS4
1cae1f7a ActiveAS4Postfix
36b8df81 ActiveAS4Prefix
dc8f0c0a ActiveAS5
cc854227 ActiveAS5Postfix
eedf992e ActiveAS5Prefix
9ddfa199 ActiveASNL
2731fd3e ActiveAttackMaxDamage
5121eeac ActiveAttackMinDamage
fe0b1c92 ActiveAttackSpeed
8e7e1499 ActiveAttackSpeed1
590f0736 ActiveAttackSpeed1Postfix
c40c2d ActiveAttackSpeed1Prefix
8b7e0fe0 ActiveAttackSpeed2
cd774c1d ActiveAttackSpeed2Postfix
192d677c ActiveAttackSpeed2Prefix
8c7e1173 ActiveAttackSpeed3
400f708 ActiveAttackSpeed3Postfix
63799c67 ActiveAttackSpeed3Prefix
917e1952 ActiveAttackSpeed4
fb88ac2f ActiveAttackSpeed4Postfix
13cea9b6 ActiveAttackSpeed4Prefix
927e1ae5 ActiveAttackSpeed5
e142a142 ActiveAttackSpeed5Postfix
48c26ee9 ActiveAttackSpeed5Prefix
44573408 ActiveAttackSpeedNL
67b851b1 ActiveBADRatio
c7284c80 ActiveBADRatio1
d3bb3d ActiveBADRatio1Postfix
40edd71c ActiveBADRatio1Prefix
ca285139 ActiveBADRatio2
34927f56 ActiveBADRatio2Postfix
8cff29cd ActiveBADRatio2Prefix
c9284fa6 ActiveBADRatio3
bbfe17b3 ActiveBADRatio3Postfix
38b4321a ActiveBADRatio3Prefix
cc28545f ActiveBADRatio4
df32d964 ActiveBADRatio4Postfix
b9a8fdf3 ActiveBADRatio4Prefix
cb2852cc ActiveBADRatio5
d9cd6c09 ActiveBADRatio5Postfix
f01e91a8 ActiveBADRatio5Prefix
735c5eb3 ActiveBADRatioNL
d928f29f ActiveBaseDamage
897607ea ActiveBaseDamage1
25908687 ActiveBaseDamage1Postfix
7aa8340e ActiveBaseDamage1Prefix
88760657 ActiveBaseDamage2
54b1abbc ActiveBaseDamage2Postfix
48ac834b ActiveBaseDamage2Prefix
877604c4 ActiveBaseDamage3
dfe689e1 ActiveBaseDamage3Postfix
d9651260 ActiveBaseDamage3Prefix
86760331 ActiveBaseDamage4
e2129f0e ActiveBaseDamage4Postfix
e3429585 ActiveBaseDamage4Prefix
8576019e ActiveBaseDamage5
bb0d202b ActiveBaseDamage5Postfix
d96ccfb2 ActiveBaseDamage5Prefix
ed73fa9d ActiveBaseDamageNL
d2e24440 ActiveCD
776adf5a ActiveCooldown
acd007bf ActiveCrit
500ae64d ActiveCritMod
304ad448 ActiveCritScaling
1e8d73fe ActiveDamage
e7ad4edd ActiveDamage1
87c7bdba ActiveDamage1Postfix
72f7fbc1 ActiveDamage1Prefix
e4ad4a24 ActiveDamage2
4e8d2c1 ActiveDamage2Postfix
beef66c0 ActiveDamage2Prefix
e5ad4bb7 ActiveDamage3
79b3f49c ActiveDamage3Postfix
14e88fab ActiveDamage3Prefix
64374b54 ActiveDamageNL
bac8cb48 ActiveDamageTTOnly
89361873 ActiveDamageThatCanCrit
80142f04 ActiveDotTotal
d4c6506f ActiveDotTotal1
eeedca94 ActiveDotTotal1Postfix
3d708de3 ActiveDotTotal1Prefix
d5c65202 ActiveDotTotal2
9fc9713f ActiveDotTotal2Postfix
9a112586 ActiveDotTotal2Prefix
d6c65395 ActiveDotTotal3
bdf3ce12 ActiveDotTotal3Postfix
39b49139 ActiveDotTotal3Prefix
cfc64890 ActiveDotTotal4
a25521ed ActiveDotTotal4Postfix
89706b0c ActiveDotTotal4Prefix
d0c64a23 ActiveDotTotal5
5e86e118 ActiveDotTotal5Postfix
a7d62737 ActiveDotTotal5Prefix
15b3b136 ActiveDotTotalNL
25fd816b ActiveDuration
cc1d21f3 ActiveExecutePercent
13dc2466 ActiveExecutePercent1
b6785e73 ActiveExecutePercent1Postfix
c48f7da ActiveExecutePercent1Prefix
12dc22d3 ActiveExecutePercent2
462f8fe8 ActiveExecutePercent2Postfix
4bdae2c7 ActiveExecutePercent2Prefix
11dc2140 ActiveExecutePercent3
518bd5fd ActiveExecutePercent3Postfix
148109dc ActiveExecutePercent3Prefix
18dc2c45 ActiveExecutePercent4
b42af922 ActiveExecutePercent4Postfix
b8956c49 ActiveExecutePercent4Prefix
17dc2ab2 ActiveExecutePercent5
d0eb6d0f ActiveExecutePercent5Postfix
3e15e116 ActiveExecutePercent5Prefix
4f31d411 ActiveExecutePercentNL
2378f9ed ActiveHeal
b7d3d9a1 ActiveHealthPerc
cb10fbc0 ActiveItemAHPerStack
4dfac95d ActiveMRDamage
2dcb1504 ActiveMRDamage1
a06a0021 ActiveMRDamage1Postfix
ba38f6a0 ActiveMRDamage1Prefix
30cb19bd ActiveMRDamage2
2348eb1a ActiveMRDamage2Postfix
70bbf4a1 ActiveMRDamage2Prefix
2fcb182a ActiveMRDamage3
295f74c7 ActiveMRDamage3Postfix
1869284e ActiveMRDamage3Prefix
80249b3f ActiveMRDamageNL
e9c8d08f ActiveMS
c5209b1a ActiveMS1
12dd63d7 ActiveMS1Postfix
8c461b5e ActiveMS1Prefix
c4209987 ActiveMS2
54f0e50c ActiveMS2Postfix
6b2489b ActiveMS2Prefix
c32097f4 ActiveMS3
f8847f71 ActiveMS3Postfix
9d785870 ActiveMS3Prefix
c2209661 ActiveMS4
faaf019e ActiveMS4Postfix
c94c8f95 ActiveMS4Prefix
c12094ce ActiveMS5
50842c7b ActiveMS5Postfix
73bb6dc2 ActiveMS5Prefix
64a7f7bd ActiveMSMod
caab2b8d ActiveMSNL
43c1f5d7 ActiveMagicDamage
90561912 ActiveMagicDamage1
934beeef ActiveMagicDamage1Postfix
f9be7876 ActiveMagicDamage1Prefix
8f56177f ActiveMagicDamage2
f4c77204 ActiveMagicDamage2Postfix
4b5f3113 ActiveMagicDamage2Prefix
8e5615ec ActiveMagicDamage3
1b9f82a9 ActiveMagicDamage3Postfix
c7608ac8 ActiveMagicDamage3Prefix
b71a1ef5 ActiveMagicDamageNL
c53e0fb0 ActiveMana
481ba086 ActiveMaxDamage
3ff396be ActiveMaxStacks
9199cb84 ActiveMinDamage
ea888ad9 ActiveMoveSpeed
bf6d1ef8 ActiveMoveSpeedBonus
21c7766b ActiveMoveSpeedBonus1
68994580 ActiveMoveSpeedBonus1Postfix
c7035edf ActiveMoveSpeedBonus1Prefix
22c777fe ActiveMoveSpeedBonus2
3cfb3c0b ActiveMoveSpeedBonus2Postfix
2080c312 ActiveMoveSpeedBonus2Prefix
23c77991 ActiveMoveSpeedBonus3
631e4eee ActiveMoveSpeedBonus3Postfix
90c674e5 ActiveMoveSpeedBonus3Prefix
24c77b24 ActiveMoveSpeedBonus4
8d32ddc1 ActiveMoveSpeedBonus4Postfix
a2b00fc0 ActiveMoveSpeedBonus4Prefix
25c77cb7 ActiveMoveSpeedBonus5
1fdff9c ActiveMoveSpeedBonus5Postfix
f8a938ab ActiveMoveSpeedBonus5Prefix
31814cca ActiveMoveSpeedBonusNL
2df57d68 ActiveMoveSpeedBuffDuration
10364260 ActivePerStackAmp
f5eeb14e ActivePercentDamageToTowers
d5278a9 ActivePrimaryTargetHPRatio
f5b2f94d ActiveRadius
b76f8504 ActiveRange
53d925aa ActiveRatio
a06b1da2 ActiveShieldDuration
236debb6 ActiveSlow
acfda116 ActiveSlowPercentage
7a44b065 ActiveSlowPercentage1
223135c2 ActiveSlowPercentage1Postfix
f6a85869 ActiveSlowPercentage1Prefix
7744abac ActiveSlowPercentage2
7ea27d69 ActiveSlowPercentage2Postfix
f87ca888 ActiveSlowPercentage2Prefix
7844ad3f ActiveSlowPercentage3
449df5c4 ActiveSlowPercentage3Postfix
934d9ad3 ActiveSlowPercentage3Prefix
7544a886 ActiveSlowPercentage4
81aec13 ActiveSlowPercentage4Postfix
3e97dffa ActiveSlowPercentage4Prefix
7644aa19 ActiveSlowPercentage5
99fd9bb6 ActiveSlowPercentage5Postfix
aea9f5ad ActiveSlowPercentage5Prefix
81e9cccc ActiveSlowPercentageNL
4335ea16 ActiveSpeedDuration
804815f3 ActiveSplashHPRatio
f8c35e47 ActiveTotalExecuteDamage
613907e2 ActiveTowerRadius
2d3bdaf2 ActualCooldown
64d1b915 ActualDurationOfDrainBuff
55d14eea Adaptive10
1b48f5ea Adaptive5
6ca0148f AdaptiveAmount
b941f48b AdaptiveAmp
6f039626 AdaptiveForce
6c4f7a AdaptiveForce.-1
aa087278 AdaptiveForce.0
d9a54635 AdaptiveForce1
cbc4c232 AdaptiveForce1Postfix
bea3d0d9 AdaptiveForce1Prefix
d6a5417c AdaptiveForce2
4eeeebd9 AdaptiveForce2Postfix
191ba378 AdaptiveForce2Prefix
d7a5430f AdaptiveForce3
ebad60b4 AdaptiveForce3Postfix
44cf5f83 AdaptiveForce3Prefix
357dd33 AdaptiveForceCalc
f6a6badc AdaptiveForceNL
2136943d AdaptiveForceRatio
54eb0ee4 AdaptiveForceRatio1
e6629c81 AdaptiveForceRatio1Postfix
61345780 AdaptiveForceRatio1Prefix
57eb139d AdaptiveForceRatio2
2510017a AdaptiveForceRatio2Postfix
204b581 AdaptiveForceRatio2Prefix
56eb120a AdaptiveForceRatio3
d4e72427 AdaptiveForceRatio3Postfix
ba2b6f2e AdaptiveForceRatio3Prefix
38b8901f AdaptiveForceRatioNL
fc886cb3 AdaptiveMax
129c170d AdaptiveMin
8d081627 AdaptiveStatSharing
19bac4a2 AdaptiveStatSharing1
b7aee55f AdaptiveStatSharing1Postfix
7f294126 AdaptiveStatSharing1Prefix
18bac30f AdaptiveStatSharing2
f5c1e0b4 AdaptiveStatSharing2Postfix
d138df83 AdaptiveStatSharing2Prefix
17bac17c AdaptiveStatSharing3
59036bd9 AdaptiveStatSharing3Postfix
a5852378 AdaptiveStatSharing3Prefix
16babfe9 AdaptiveStatSharing4
94389826 AdaptiveStatSharing4Postfix
41c7eadd AdaptiveStatSharing4Prefix
15babe56 AdaptiveStatSharing5
2799d943 AdaptiveStatSharing5Postfix
fa4c1aaa AdaptiveStatSharing5Prefix
51815085 AdaptiveStatSharingNL
c83b55f0 AddedCDR
14d5f8b0 AdditionalADRatio
4dd63313 AdditionalADRatio1
8e416928 AdditionalADRatio1Postfix
36102507 AdditionalADRatio1Prefix
4ed634a6 AdditionalADRatio2
54c99eb3 AdditionalADRatio2Postfix
fcaef1a AdditionalADRatio2Prefix
4fd63639 AdditionalADRatio3
cd5e0656 AdditionalADRatio3Postfix
6415e6cd AdditionalADRatio3Prefix
50d637cc AdditionalADRatio4
7298f309 AdditionalADRatio4Postfix
c7354ea8 AdditionalADRatio4Prefix
51d6395f AdditionalADRatio5
77fe6064 AdditionalADRatio5Postfix
90bfbaf3 AdditionalADRatio5Prefix
61841a2 AdditionalADRatioNL
d72007b4 AdditionalAPRatio
dc32f33c AdditionalARMR
3be361c4 AdditionalBaseDamage
3bf334af AdditionalBaseDamage1
e3b748d4 AdditionalBaseDamage1Postfix
c304d23 AdditionalBaseDamage1Prefix
3cf33642 AdditionalBaseDamage2
10425f7f AdditionalBaseDamage2Postfix
586644c6 AdditionalBaseDamage2Prefix
3df337d5 AdditionalBaseDamage3
899dcf52 AdditionalBaseDamage3Postfix
debcfb79 AdditionalBaseDamage3Prefix
36f32cd0 AdditionalBaseDamage4
d89ba22d AdditionalBaseDamage4Postfix
743d234c AdditionalBaseDamage4Prefix
37f32e63 AdditionalBaseDamage5
d1c01358 AdditionalBaseDamage5Postfix
c15c5977 AdditionalBaseDamage5Prefix
402296f6 AdditionalBaseDamageNL
a339da0c AdditionalBolts
c208fb33 AdditionalBonus
9b62b1ba AdditionalBonusCalc
a4948451 AdditionalChunkHealing
75cc6320 AdditionalChunkHealing1
933b75d AdditionalChunkHealing1Postfix
2ed0b3bc AdditionalChunkHealing1Prefix
78cc67d9 AdditionalChunkHealing2
66acf676 AdditionalChunkHealing2Postfix
222b5c6d AdditionalChunkHealing2Prefix
77cc6646 AdditionalChunkHealing3
955ebed3 AdditionalChunkHealing3Postfix
cdded1ba AdditionalChunkHealing3Prefix
be6e6353 AdditionalChunkHealingNL
26fdafd AdditionalDamage
a2156f24 AdditionalDamage1
705119c1 AdditionalDamage1Postfix
bdee63c0 AdditionalDamage1Prefix
a51573dd AdditionalDamage2
f33004ba AdditionalDamage2Postfix
71f6f8c1 AdditionalDamage2Prefix
a415724a AdditionalDamage3
eb35367 AdditionalDamage3Postfix
19a42c6e AdditionalDamage3Prefix
713016df AdditionalDamageNL
43550802 AdditionalGold
31dbe849 AdditionalGold1
5a207206 AdditionalGold1Postfix
a349443d AdditionalGold1Prefix
2edbe390 AdditionalGold2
17381aed AdditionalGold2Postfix
55012e0c AdditionalGold2Prefix
2fdbe523 AdditionalGold3
d369da18 AdditionalGold3Postfix
7366ea37 AdditionalGold3Prefix
34dbed02 AdditionalGold4
14ac6a3f AdditionalGold4Postfix
65a1e886 AdditionalGold4Prefix
35dbee95 AdditionalGold5
32d6c712 AdditionalGold5Postfix
5455439 AdditionalGold5Prefix
a0bc89b8 AdditionalGoldNL
9d5b5327 AdditionalHaste
7ec943a6 AdditionalHeal
82b4e6d6 AdditionalKnockupOverTime
53f0a628 AdditionalMarkThreshold
7e859db7 AdditionalMis
3b02c388 AdditionalMisDivision
9e5a1c3b AdditionalMisDivision1
e17fc5f0 AdditionalMisDivision1Postfix
65e1564f AdditionalMisDivision1Prefix
9f5a1dce AdditionalMisDivision2
5d297f7b AdditionalMisDivision2Postfix
99e0aec2 AdditionalMisDivision2Prefix
a05a1f61 AdditionalMisDivision3
754549e AdditionalMisDivision3Postfix
ef71d095 AdditionalMisDivision3Prefix
9d4a9f5a AdditionalMisDivisionNL
d08d0418 AdditionalMissilesPerTrigger
a0dcaa4c AdditionalMovementSpeed
a9767c4a AdditionalMythicStatAmp
538580c1 AdditionalOnHitCount
6b29f9d0 AdditionalOnHitCount1
cd02a12d AdditionalOnHitCount1Postfix
2e55884c AdditionalOnHitCount1Prefix
6e29fe89 AdditionalOnHitCount2
bb875a46 AdditionalOnHitCount2Postfix
fed4a87d AdditionalOnHitCount2Prefix
707283c3 AdditionalOnHitCountNL
81427e5 AdditionalPercent
9738309b AdditionalSlowPercentAtMax
fe6481ea AdditionalSpeedCapPerLevel
3f8f27c4 AdditionalSpeedPerLevel
594db213 AdditionalStartingSpeed
7956b39f AdditionalStunDurationOverTime
a03b05b4 AdditionalUltAH.0
38942678 AdrenalineDecayLockTimer
152dd84b AdrenalineStorageWindow
7fd5e1e AfterImageArrivesFirstBySec
1653e576 AfterburnerSpeed
908e2cdf AftershockAPRatio
fadb2e80 AftershockDamage
2cd62ab4 AftershockMinionMulti
a891e5c5 AgainstVotes
5712b23a AggroRange
17ba3889 AirbornMarkDuration
b6f4353b AlistarPassiveAllyHealRatio
57b5541 AlistarPassiveHealRatio
28408fda AllDamageHit
3fd1fa2d AllEnemiesDamage
938cba14 AllEnemiesDamage1
1421511 AllEnemiesDamage1Postfix
78322890 AllEnemiesDamage1Prefix
968cbecd AllEnemiesDamage2
47d04ca AllEnemiesDamage2Postfix
29eda3d1 AllEnemiesDamage2Prefix
958cbd3a AllEnemiesDamage3
f002a677 AllEnemiesDamage3Postfix
1107f27e AllEnemiesDamage3Prefix
c0e8f60f AllEnemiesDamageNL
7ceb4985 AllOutAttackDamage
ad49d150 AllOutBaseAttackDamage
38dd1f00 AllOutBaseOmnivamp
3ef9a618 AllOutDuration
c5ba1e39 AllOutOmnivamp
770ce97b AllOutPercentHealth
f3c052c9 AllOutPercentHealthHeal
b492ebab AllOutPercentHealthHealNL
d77a7037 AllOutPercentHealthValor
d932cf2f AllOutStrikeDamage
8fc0c3a AllOutStrikeDamage1
59891b77 AllOutStrikeDamage1Postfix
f884c97e AllOutStrikeDamage1Prefix
7fc0aa7 AllOutStrikeDamage2
6f5d8bac AllOutStrikeDamage2Postfix
b87cbcbb AllOutStrikeDamage2Prefix
6fc0914 AllOutStrikeDamage3
6ac88a11 AllOutStrikeDamage3Postfix
5faeff90 AllOutStrikeDamage3Prefix
7d1ddc2d AllOutStrikeDamageNL
6f16830 AlliedEffectiveness
9c61c2 AllyAD
e92e3189 AllyAD1
c9f95b46 AllyAD1Postfix
a21f437d AllyAD1Prefix
e62e2cd0 AllyAD2
db74a22d AllyAD2Postfix
d1a0234c AllyAD2Prefix
e72e2e63 AllyAD3
d4991358 AllyAD3Postfix
1ebf5977 AllyAD3Prefix
f607db78 AllyADNL
eb9c40b3 AllyAS
68f98ca6 AllyAS1
e110e6b3 AllyAS1Postfix
ce13871a AllyAS1Prefix
67f98b13 AllyAS2
1a88b128 AllyAS2Postfix
f458bd07 AllyAS2Prefix
66f98980 AllyAS3
25e68a3d AllyAS3Postfix
d64d2c1c AllyAS3Prefix
db95bd1 AllyASNL
2afc05a4 AllyActiveAD
41f19c7d AllyActiveMS
82987407 AllyArmorPercent
76e4ed6a AllyAttackSpeed
8561a641 AllyAttackSpeed1
c051c4fe AllyAttackSpeed1Postfix
83f1a575 AllyAttackSpeed1Prefix
8261a188 AllyAttackSpeed2
75c8bb65 AllyAttackSpeed2Postfix
6311c1a4 AllyAttackSpeed2Prefix
8361a31b AllyAttackSpeed3
